Source,Target,Type,Weight
GideonHendroBuono,Sumaryono,Undirected,1
YudiTajudin,DewiKirana,Undirected,1
HeriPurwanto,BambangPujasworo,Undirected,1
DoniKurniawan,ErsonPadapiran,Undirected,1
Asita,Pendi,Undirected,1
YuniTrisapto,B.Subono,Undirected,1
KomangAdhyatma,MiraAsriningtyas,Undirected,1
HindraSetyaRini,NoviKristinawati,Undirected,1
DitoYuwono,AndreasNova,Undirected,2
ErwinZubiyan,IgnatiusSugiarto,Undirected,2
DewiKirana,AsaRahmana,Undirected,1
M.N.Qomaruddin,NunungDeniPuspitasari,Undirected,1
SeptianDwirima,Arsitalswardani,Undirected,1
YullyPurwanti,RisnaAstari,Undirected,1
IntanParamaditha,EkoSaky,Undirected,1
Arsitalswardani,MekoMania,Undirected,1
JamaluddinLatif,RiskySummerbee,Undirected,6
AsepHendrajat,WirastutiSusilaningtyas,Undirected,1
DjarmunRiadi,Wardani,Undirected,1
RisnaAstari,AnonSuneka,Undirected,1
WhannyDarmawan,YennuAriendra,Undirected,1
UgoranPrasad,MCiptaRanggaAdiNugroho,Undirected,1
SoniK.,MamatSurahmat,Undirected,1
SoniK.,DewiKirana,Undirected,1
HarioPriojati,Sumaryono,Undirected,1
NiKadekYulia,LulukAriPrasetyo,Undirected,1
UgoranPrasad,DewiKirana,Undirected,1
AyuLaksmi,HendroYuliyanto,Undirected,1
MaoArata,MirayKawashima,Undirected,1
MaoArata,IndraRahmi,Undirected,1
AnterAsmorotejo,AdityantoAji,Undirected,1
YennuAriendra,TeguhHari,Undirected,1
AndySriWahyudi,Arsitalswardani,Undirected,1
AndreasNova,MiraAsriningtyas,Undirected,1
DiditSaptadi,HermanSusilo,Undirected,1
IgnatiusSugiarto,AmmanWE,Undirected,1
NinaKarlina,EkoSaky,Undirected,1
RetnoMaruti,Sarjiwo,Undirected,1
RachelSaraswati,BernadetaVerryHandayani,Undirected,1
UdiS,MuchtarB.,Undirected,1
BahrulUlum,EnyLestari,Undirected,1
GunawanMaryanto,PardimanDjojonegoro,Undirected,1
WisnuYudhaWardhana,RiskySummerbee,Undirected,1
EnyLestari,NurKholis,Undirected,1
TheodorusChristanto,RudyAnand,Undirected,1
MaoArata,AndySenoAji,Undirected,1
AsepHendrajat,CitraPratiwi,Undirected,1
TitaDianWulansari,NurKholis,Undirected,1
IntanParamaditha,ItjeTrisnawati,Undirected,1
ErythrinaBaskoro,TeguhHari,Undirected,1
UgoranPrasad,BagusBudiIndarto,Undirected,1
MeggyZ,ItjeTrisnawati,Undirected,1
IneFebriyanti,MuhammadNurQomaruddin,Undirected,1
NaomiSrikandi,RetnoRatihDamayanti,Undirected,1
AndySenoAji,MirayKawashima,Undirected,1
GunawanMaryanto,MamatSurahmat,Undirected,1
CitraPratiwi,ErwinZubiyan,Undirected,2
WirastutiSusilaningtyas,LulukAriPrasetyo,Undirected,1
FickyTriSanjaya,UmiLestari,Undirected,1
IgnatiusSugiarto,TomomiYokosuka,Undirected,1
SriMulyono,Giono,Undirected,1
AgungKurniawan,MuchtarB.,Undirected,1
WiwaraAwisarita,NadyaHatta,Undirected,1
PutuFajarArcana,RiskySummerbee,Undirected,1
IndrawatiGularso,NanikDwiSetyaningrum,Undirected,1
AriWulu,JamaluddinLatif,Undirected,1
YuniTrisapto,WidaruKrefiantoDarmawan,Undirected,1
DedeS.,MamatSurahmat,Undirected,1
HeidaYostana,WangiIndriya,Undirected,1
AntonChekov,M.N.Qomaruddin,Undirected,1
IndraSetyaRini,TheodorusChristanto,Undirected,1
TheodorusChristanto,DarmantoSetiawan,Undirected,2
AsaRahmana,FaisalRYeroushalaim,Undirected,1
NaomiSrikandi,UgoranPrasad,Undirected,6
AnonSuneka,NanikDwiSetyaningrum,Undirected,1
CorrinaManara,NoviKristinawati,Undirected,1
Wardani,NanikDwiSetyaningrum,Undirected,1
IndaA.Turner,KadarSumarsono,Undirected,1
LandungSimatupang,MohamadMarzuki,Undirected,1
AndySenoAji,TeguhHari,Undirected,1
DesiPuspitasari,SitaRahmiBS,Undirected,1
ErythrinaBaskoro,BagusBudiIndarto,Undirected,1
AgusPrasetyo,NanikDwiSetyaningrum,Undirected,1
SoniK.,DedeS.,Undirected,1
GideonHendroBuono,SandyoMalakiano,Undirected,1
LandungSimatupang,HendroYuliyanto,Undirected,1
CitraPratiwi,IgnatiusSugiarto,Undirected,2
LionKawai,SlametGundono,Undirected,1
IrfanuddienGhozali,UdiS,Undirected,1
AnterAsmorotejo,Abunandar,Undirected,1
RiskySummerbee,ExonBaruna,Undirected,1
ErwinEkoPrasetyo,JompetKuswidananto,Undirected,1
NunungDeniPuspitasari,Warsito,Undirected,1
IndraRahmi,JokoWinarko,Undirected,1
WidaruKrefiantoDarmawan,Suliya,Undirected,1
TeaterCiliwung,DoelSumbang,Undirected,1
RiantoManali,JokoWinarko,Undirected,1
ElvySukaesih,NinaKarlina,Undirected,1
PutuFajarArcana,RachelSaraswati,Undirected,1
JompetKuswidananto,AlminSaid,Undirected,1
Björk,KusworoBayuAji,Undirected,1
IndraRahmi,TheodorusChristanto,Undirected,1
AndySriWahyudi,HambarRiyadi,Undirected,1
B.Subono,BambangPujasworo,Undirected,1
GunawanMaryanto,ItjeTrisnawati,Undirected,1
UgoranPrasad,VassiaValkanioti,Undirected,2
NaomiSrikandi,JonedSuryatmoko,Undirected,2
TheodorusChristanto,MerryAndani,Undirected,1
NaililMuna,YennuAriendra,Undirected,1
TheodorusChristanto,RetnoRatihDamayanti,Undirected,1
AgungKurniawan,MerryAndani,Undirected,1
SagitamaKrisnandaruKaswarjono,AnonSuneka,Undirected,1
YudiTajudin,MekoMania,Undirected,1
BaharSukoco,RendraBagusPamungkas,Undirected,1
YennuAriendra,YudiTajudin,Undirected,5
WirastutiSusilaningtyas,SlametGundono,Undirected,1
AndreasAriDwianto,PrasetyoBM,Undirected,1
IrfanuddienGhozali,M.N.Qomaruddin,Undirected,1
YuniTrisapto,SurasaHadimulya,Undirected,1
AlminSaid,AdiWisanggeni,Undirected,1
LandungSimatupang,DewiGaluhSintosari,Undirected,1
YennuAriendra,TampanDestawan,Undirected,1
RetnoMaruti,HermawanSinungNugroho,Undirected,1
IndrawatiGularso,YestriyonoPiliyanto,Undirected,1
TeguhHari,RetnoRatihDamayanti,Undirected,1
midiJUNKIE,WedharRiyadi,Undirected,1
NilamHamid,HambarRiyadi,Undirected,1
AdityantoAji,GatotTriyono,Undirected,1
NaomiSrikandi,RhomaIrama,Undirected,1
AdityantoAji,SentotS.,Undirected,1
RisnaAstari,SurasaHadimulya,Undirected,1
DoelSumbang,UdiS,Undirected,1
DoniAgungSetiawan,HarioPriojati,Undirected,1
JamaluddinLatif,PrasetyoBM,Undirected,1
RisnaAstari,Sukarmi,Undirected,1
AriDwianto,MerryAndani,Undirected,1
SriQadariatin,KensukeFujii,Undirected,1
TheodorusChristanto,DanangPamungkas,Undirected,1
AndreNurLatif,IbuAnggiMinami,Undirected,1
WhannyDarmawan,DewiGaluhSintosari,Undirected,1
FickyTriSanjaya,HambarRiyadi,Undirected,1
TomomiYokosuka,DiditSaptadi,Undirected,1
DedeS.,AdiWisanggeni,Undirected,1
KiswanDwinawaeka,NurKholis,Undirected,1
SevriHadi,ErwinZubiyan,Undirected,2
GalangRais,PerismanNazara,Undirected,1
YudiTajudin,AlminSaid,Undirected,1
YudiTajudin,SoniK.,Undirected,1
AsaRahmana,RizkyanaSaraswati,Undirected,1
DjarmunRiadi,SriMulyono,Undirected,1
DiwaHutomo,Asita,Undirected,1
AndySriWahyudi,NilamHamid,Undirected,1
GatotTriyono,Abunandar,Undirected,1
Arsitalswardani,RendraBagusPamungkas,Undirected,1
AgungKurniawan,ItjeTrisnawati,Undirected,1
AdityantoAji,YuniTrisapto,Undirected,1
KusenAlipahHadi,WedharRiyadi,Undirected,1
SitaRahmiBS,WildanKurnia,Undirected,1
M.N.Qomaruddin,Pendi,Undirected,1
YudiTajudin,DoniKurniawan,Undirected,2
GunawanMaryanto,CorrinaManara,Undirected,1
YennuAriendra,PapaTBop,Undirected,1
UmiLestari,YuniawanSetyadi,Undirected,1
DoniAgungSetiawan,GunawanMaryanto,Undirected,1
NaomiSrikandi,RondaGundul,Undirected,1
HarioPriojati,NurKholis,Undirected,1
AnonSuneka,GatotTriyono,Undirected,1
GunawanMaryanto,AlexSuhendra,Undirected,1
WahyuSantosaPrabowo,Sarjiwo,Undirected,1
HiroshiKoike,NiKadekYulia,Undirected,1
GunawanMaryanto,TheresiaWulandari,Undirected,1
AgungKurniawan,RhomaIrama,Undirected,1
BahrulUlum,BernadetaVerryHandayani,Undirected,2
AgusPrasetyo,BambangPujasworo,Undirected,1
WisnuHP,MusliminBagus.P,Undirected,1
GunawanMaryanto,AyuAristaMurti,Undirected,1
PrasetyoBudiMulyo,UgoranPrasad,Undirected,1
GunawanMaryanto,AmmanWE,Undirected,1
NungkiKusumastuti,Suliya,Undirected,1
ChrystinaAmbarwati,WahyuSantosaPrabowo,Undirected,1
RondaGundul,TeaterCiliwung,Undirected,1
IntanParamaditha,MansyurS,Undirected,1
BaharSukoco,Warsito,Undirected,1
NunungDeniPuspitasari,MekoMania,Undirected,1
Asita,YuniawanSetyadi,Undirected,1
PrasetyoBM,MCiptaRanggaAdiNugroho,Undirected,1
